No,Wavelet transform,period,label,easting,northing,lat,long,Aquifer,Top Soil,Sub Soil,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,train,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std,test,record_start,record_end,record_span,max_gap,day_amount,month_amount,season_amount,year_amount,day_dst,month_dst,season_dst,mean,std
1898,Annual,1,Penton Corner,432905,146255,51.21455,-1.530276,Chalk,loam,clay loam,2.123096197,1.405224128,283.2073272,7.947018429,0.006589916,3.619620502,100453.0765,320.4008779,119.5992256,,1996,2014,19,0.205479452,223,213,73,19,11.73684211,11.21052632,3.842105263,19.32666554,1.757815064,,2015,2019,5,0.112328767,60,60,20,5,12,12,4,19.95580231,1.228347976
1903,Annual,1,Clapham Wood,510555,106575,50.848139,-0.430949,Chalk,clay,clay,2.220632048,1.441734263,283.3769743,5.977641657,0.006700684,4.180150271,100706.9696,319.3961742,122.3791466,,1979,2014,36,1.197260274,370,367,135,36,10.27777778,10.19444444,3.75,55.47295458,3.308478541,,2015,2019,5,0.479452055,50,49,19,5,10,9.8,3.8,55.14064647,3.985434927
1907,Annual,1,Wick Down,413185,174495,51.469266,-1.811566,Chalk,loam,loam,2.308668615,1.488325871,282.258811,7.947018429,0.00631264,5.251638377,98650.16207,316.7360998,122.5983509,,1982,2014,33,0.336986301,357,345,130,33,10.81818182,10.45454545,3.939393939,108.809386,5.366881302,,2015,2019,5,0.145205479,59,59,20,5,11.8,11.8,4,109.6540886,4.686343629
1911,Multiannual,7.1,Ringmere,591032,287808,52.4548,0.810037,Chalk,sand,loamy sand,1.810520209,1.485962317,283.1183209,7.966193337,0.006485131,4.99154601,101097.1804,319.5482826,116.1487683,,1974,2014,41,0.309589041,506,462,160,41,12.34146341,11.26829268,3.902439024,4.855410708,1.939969011,,2015,2019,5,0.169863014,57,57,20,5,11.4,11.4,4,5.565943438,1.58842799
1921,Annual,1,Oxtalls Farm,392285,201345,51.710778,-2.113052,Oolites,loam,,2.386449486,1.429390483,282.576569,7.367098251,0.006402177,4.60923218,99292.16286,318.9198035,118.0641043,,1983,2014,32,0.221917808,429,371,128,32,13.40625,11.59375,4,92.12139629,2.138988427,,2015,2019,5,0.147945205,58,58,20,5,11.6,11.6,4,92.44420716,2.175706078
1922,Annual,1,Marsh Benham,442635,168294,51.412066,-1.388352,Chalk,sandy clay loam,clay loam,2.010376351,1.402330104,283.0051942,8.220511404,0.006509887,3.651181605,100184.4881,319.7451055,119.0067355,,1971,2014,44,1.282191781,5004,506,171,44,113.7272727,11.5,3.886363636,19.57421986,0.817172698,,2015,2019,5,0.397260274,1650,56,19,5,330,11.2,3.8,19.65064758,0.685784152
1928,Annual,1,Twydales Nafferton,504530,459412,54.02012,-0.406026,Chalk,loam,clay loam,1.815494917,1.41107562,282.5124888,6.532711498,0.006298336,4.924304366,100600.6091,318.7971005,114.086416,,1979,2014,36,1.594520548,435,361,133,36,12.08333333,10.02777778,3.694444444,14.66694478,1.497442741,,2015,2019,5,0.112328767,60,60,20,5,12,12,4,14.83678386,1.299741855
1937,Multiannual,7.1,Ashill,308909,111826,50.898699,-3.296684,Triassic Sandstone,loam,loam,2.652693859,1.391758386,283.1938112,6.729059364,0.006726008,4.140203138,99907.49317,321.0806774,121.4501887,,1987,2014,28,0.304109589,5253,324,111,28,187.6071429,11.57142857,3.964285714,7.75721423,0.392440203,,2015,2019,5,0.071232877,1220,60,20,5,244,12,4,7.880264058,0.219463618
1948,Annual,1,Norton Top,548880,102726,50.804966,0.111545,Chalk,loam,,2.134224325,1.400974598,283.188283,5.778736839,0.00671047,4.274643522,100330.7418,318.4006812,122.031033,,1982,2014,33,0.567123288,316,305,124,33,9.575757576,9.242424242,3.757575758,113.7579519,0.422053962,,2015,2019,5,0.257534247,57,56,20,5,11.4,11.2,4,113.6267705,0.490368044
1952,Multiannual,7.1,Hixham Hall,545340,226750,51.920304,0.112,Chalk,clay,clay,1.734757992,1.448080808,282.915948,7.991563422,0.006422683,4.60397958,100236.8866,318.6385143,114.4124545,,1971,2014,44,1.126027397,485,479,170,44,11.02272727,10.88636364,3.863636364,38.25230127,2.043542126,,2015,2019,5,0.120547945,87,60,20,5,17.4,12,4,39.5253111,1.866314962
1954,Annual,1,Baydon Hole,429571,178713,51.506575,-1.575319,Chalk,loam,loam,2.201062694,1.426788964,282.5620261,7.673734289,0.006384656,4.45893283,99215.53079,318.0213042,117.9239816,,1973,2014,42,1.01369863,5546,477,161,42,132.047619,11.35714286,3.833333333,23.1308377,4.339615705,,2015,2019,5,0,1567,52,18,5,313.4,10.4,3.6,24.15437731,3.467449104
1955,Annual,1,Stonehouse,359615,323015,52.803158,-2.600468,Permian Sandstone,sandy loam,sandy loam,1.843872104,1.384717594,282.8773489,7.456531633,0.006430857,3.953216355,100449.4169,321.7841928,114.0009472,,1982,2014,33,0.610958904,960,346,126,33,29.09090909,10.48484848,3.818181818,3.14557987,0.450241757,,2015,2019,5,0.123287671,60,53,20,5,12,10.6,4,2.78167249,0.419906438
1956,Multiannual,7.1,Roud,451475,79785,50.61551,-1.273788,Lower Greensand,sand,loamy sand,2.428757713,1.348388274,283.4886605,6.127476916,0.00673312,3.348996649,100842.7841,319.6784681,118.7664518,,1978,2014,37,0.753424658,1080,387,146,37,29.18918919,10.45945946,3.945945946,4.917997177,0.218281588,,2015,2019,5,0.216438356,55,55,20,5,11,11,4,4.633856675,0.287527505
1962,Annual,1,Lower Austin Lodge,553810,163780,51.352279,0.207418,Chalk,loam,clay loam,1.912395006,1.314149937,283.0592439,8.253918987,0.006542584,3.699363483,100207.7351,318.4982722,110.3774976,,1971,2014,44,1.282191781,450,362,155,42,10.71428571,8.619047619,3.69047619,20.86065294,1.676419406,,2015,2019,5,0.515068493,53,53,19,5,10.6,10.6,3.8,20.79583114,1.477508053
1963,Annual,1,Lodge Farm Thelnetham,601285,277705,52.360416,0.954648,Chalk,loam,clay loam,1.65656875,1.437010291,283.1994699,7.966193337,0.006516048,4.265511758,101171.7591,319.6913755,115.7304546,,1999,2014,16,0.24109589,184,181,63,16,11.5,11.3125,3.9375,6.570132558,0.313928545,,2015,2019,5,0.457534247,41,41,19,5,8.2,8.2,3.8,6.641143958,0.239302974
1964,Multiannual,7.1,White Gates Farm,582923,165092,51.355446,0.625737,Chalk,sandy loam,sandy loam,1.736711679,1.398725529,283.4851128,7.311773177,0.00668897,3.834365877,100944.3937,320.3593343,116.6743346,,1982,2014,33,0.515068493,368,338,127,33,11.15151515,10.24242424,3.848484848,25.17436156,1.291906839,,2015,2019,5,0.123287671,60,60,20,5,12,12,4,24.34231265,1.364376903
1970,Multiannual,7.1,Glebelands,440478,465078,54.080025,-1.382795,Triassic Sandstone,loam,clay loam,1.785233653,1.395653874,282.5350428,7.343361654,0.006228469,4.595287955,100788.4353,319.6987534,110.1784628,,1976,2014,39,0.739726027,495,447,154,39,12.69230769,11.46153846,3.948717949,19.31913479,0.701135493,,2015,2019,5,0.37260274,47,44,19,5,9.4,8.8,3.8,19.29806194,0.369275654
1972,Annual,1,Shefford Woodlands,436550,173140,51.456061,-1.475342,Chalk,loam,clay loam,2.065242005,1.432369638,282.6621555,8.220511404,0.00641238,4.431296565,99512.24087,318.3053319,118.4577628,,1971,2014,44,1.649315068,1151,436,158,43,26.76744186,10.13953488,3.674418605,60.48179455,1.95585618,,2015,2019,5,0.254794521,57,57,20,5,11.4,11.4,4,61.10790732,1.565143815
1984,Annual,1,Oldfen Plantation,571064,325816,52.802761,0.53616,Oolites,sand,sand,1.819736415,1.430388913,283.0923115,7.663905529,0.006474296,4.254771133,101217.8833,320.0576688,115.5098844,,1999,2014,16,0.416438356,162,160,62,16,10.125,10,3.875,1.863727661,0.103733333,,2015,2019,5,0.290410959,45,45,19,5,9,9,3.8,1.90870297,0.120011111
1985,Annual,1,Kilkenny Cottages,413570,208800,51.777699,-1.804706,Oolites,clay,clay,2.090978698,1.378397966,282.7653747,7.673734289,0.006432753,3.797113622,99757.00591,319.6763723,115.7450272,,1979,2014,36,2.257534247,392,376,132,35,11.2,10.74285714,3.771428571,6.984391912,0.420322608,,2015,2019,5,0.249315068,57,56,20,5,11.4,11.2,4,6.884813054,0.563466276
1990,Annual,1,Thornhill Waters,417440,200130,51.699641,-1.749045,Oolites,loam,loam,1.898798087,1.402892781,283.1431457,7.673734289,0.006541293,3.774745437,100482.1371,321.2899406,116.6625524,,2004,2014,11,0.2,118,116,41,11,10.72727273,10.54545455,3.727272727,0.968337804,0.177652993,,2015,2019,5,0.331506849,55,54,20,5,11,10.8,4,0.99142255,0.157288386
1991,Annual,1,Moor Farm Godshill,453175,82465,50.639456,-1.249378,Lower Greensand,sandy loam,sandy loam,2.295582161,1.422651653,283.6405286,6.127476916,0.006773939,4.111817149,101159.8289,320.4657343,120.1327534,,1977,2014,38,0.501369863,415,402,148,38,10.92105263,10.57894737,3.894736842,4.64878812,1.113407369,,2015,2019,5,0.180821918,58,58,20,5,11.6,11.6,4,4.6870349,0.960164225
2006,Annual,1,Abrams Lane,544166,240235,52.041767,0.100602,Chalk,clay,clay,1.659408787,1.445055832,282.815589,7.940990308,0.00638548,4.640225397,100104.1877,318.3372901,113.8382646,,1999,2014,16,0.249315068,170,169,63,16,10.625,10.5625,3.9375,36.86910563,2.476730868,,2015,2019,5,0.684931507,38,38,18,5,7.6,7.6,3.6,37.85149263,1.739345584
2013,Annual,1,Graces Farm,451095,132965,51.093722,-1.271752,Chalk,loam,,2.155431806,1.407593416,283.2725603,8.220511404,0.006613363,3.539444116,100595.2044,320.1643335,120.6631184,,1982,2014,33,0.279452055,420,370,132,33,12.72727273,11.21212121,4,10.08459648,0.247383753,,2015,2019,5,0.17260274,59,59,20,5,11.8,11.8,4,10.16235435,0.195327493
2014,Annual,1,EggingtonCreamery,426105,329695,52.8641,-1.613677,Triassic Sandstone,loam,loam,1.849185576,1.397511154,282.9343084,7.555826268,0.00639415,3.853868278,100751.3901,321.5550495,113.1200613,,1971,2014,44,0.857534247,815,456,165,44,18.52272727,10.36363636,3.75,2.280816413,0.446121461,,2015,2019,5,0.263013699,52,47,20,5,10.4,9.4,4,2.375791637,0.483884178
2028,Annual,1,Chilgrove House,483527,114384,50.922874,-0.812992,Chalk,loam,clay loam,2.750661282,1.397596666,283.2279139,6.021393112,0.006625481,3.437698408,100420.9708,319.0893686,121.9884664,,1971,2014,44,0.169863014,6827,526,176,44,155.1590909,11.95454545,4,27.77796142,10.65287479,,2015,2019,5,0,1826,60,20,5,365.2,12,4,28.85250527,9.936704586
2031,Multiannual,3.6,Hadnall,352335,320515,52.780091,-2.708079,Triassic Sandstone,loam,clay loam,1.836553899,1.383596982,282.8710247,7.456531633,0.006438512,3.977860209,100405.0935,321.7561451,114.2430659,,1999,2014,16,0.183561644,5519,187,63,16,344.9375,11.6875,3.9375,11.7394433,0.432147399,,2015,2019,5,0.035616438,1638,55,19,5,327.6,11,3.8,11.8524903,0.284565599
2035,Annual,1,Bowling Green Lane,402110,203120,51.726789,-1.970844,Oolites,clay,clay,2.206362243,1.382983978,282.8459625,7.673734289,0.00646791,3.822796417,99883.68066,320.112094,116.4834913,,1998,2014,17,0.534246575,5183,188,67,17,304.8823529,11.05882353,3.941176471,1.884745045,1.383495209,,2015,2019,5,0.019178082,1819,60,20,5,363.8,12,4,1.653217734,1.114036656
2043,Annual,1,Chalk dale Owslebury,451155,122655,51.001016,-1.272349,Chalk,loam,clay loam,2.332029327,1.46735193,283.2796428,6.127476916,0.006626062,4.258351537,100523.0757,319.9208592,122.4633026,,1971,2014,44,0.230136986,562,503,176,44,12.77272727,11.43181818,4,39.22097562,3.928444956,,2015,2019,5,0.18630137,58,57,20,5,11.6,11.4,4,39.85253287,2.737003583
2048,Annual,1,Itchen Abbas,453955,133055,51.09427,-1.230903,Chalk,loam,,2.165265209,1.414830503,283.3010714,8.220511404,0.006620863,3.533578099,100655.1019,320.2569585,121.2386202,,1977,2014,38,1.473972603,494,398,142,38,13,10.47368421,3.736842105,9.620975877,0.17000608,,2015,2019,5,0.161643836,59,59,20,5,11.8,11.8,4,9.66245361,0.137852783
2050,Annual,1,Marsh Lane,376645,311065,52.696745,-2.347012,Permian Sandstone,sand,sand,2.034530601,1.433333768,282.6420589,7.724265635,0.006359405,4.675322196,99935.49497,320.5150051,115.202331,,1999,2014,16,0.553424658,5218,179,62,16,326.125,11.1875,3.875,2.352372602,0.862651786,,2015,2019,5,0.339726027,1653,57,20,5,330.6,11.4,4,2.203089352,0.489959254
2053,Multiannual,7.1,Westfield Farm Norton,452162,415252,53.631191,-1.212674,Magnesian Limestone,loam,loam,1.67159961,1.42005313,282.7740699,7.197851421,0.006312483,4.647598911,101139.5382,320.7289253,111.2444943,,1971,2014,44,1,490,483,171,44,11.13636364,10.97727273,3.886363636,17.56374517,0.755379523,,2015,2019,5,0.243835616,58,58,20,5,11.6,11.6,4,17.43069661,0.352458159
2067,Multiannual,7.1,Wyatts Cottage,370295,225234,51.924819,-2.433364,Triassic Sandstone,loam,clay loam,1.998621744,1.390059785,283.2350025,7.367098251,0.006593359,3.95526279,100712.0084,322.5427693,115.1004622,,1974,2014,41,0.315068493,614,466,163,41,14.97560976,11.36585366,3.975609756,11.53423637,0.713559191,,2015,2019,5,0.18630137,57,50,20,5,11.4,10,4,11.66428909,0.609836725
2068,Annual,0.2,The Carr,569264,329584,52.837168,0.511438,Oolites,sand,loamy sand,1.863473941,1.45323537,282.9524326,7.663905529,0.006437176,5.017711293,100968.4697,319.4463669,113.873325,,1999,2014,16,0.246575342,177,174,63,16,11.0625,10.875,3.9375,25.12469254,0.171908325,,2015,2019,5,0.290410959,48,48,19,5,9.6,9.6,3.8,25.20332601,0.141862457
2082,Annual,1,Hawes Green,623562,300292,52.554513,1.296371,Chalk,loam,clay loam,1.747403591,1.429532987,283.1841103,7.174165862,0.006548728,4.499981233,101179.3068,319.5964376,115.5785663,,1996,2014,19,1.78630137,193,192,69,19,10.15789474,10.10526316,3.631578947,0.476027113,0.201019563,,2015,2019,5,0.156164384,59,58,20,5,11.8,11.6,4,0.518039057,0.202329297
2090,Multiannual,3,Woodhouse Grange,467845,407095,53.556092,-0.977324,Triassic Sandstone,loam,clay loam,1.607225394,1.440809291,282.8905652,7.308882087,0.00635265,4.695479072,101274.7918,321.0704959,112.531003,,1980,2014,35,0.684931507,391,382,135,35,11.17142857,10.91428571,3.857142857,3.623827324,0.710132939,,2015,2019,5,0.167123288,59,57,20,5,11.8,11.4,4,3.17607883,0.260474342
2100,Annual,1,Skippers Lane,564321,248478,52.110209,0.398177,Chalk,clay,clay,1.68639844,1.47711159,282.8598929,7.940990308,0.006400875,4.736814465,100231.3005,318.3228431,116.5815153,,1999,2014,16,0.720547945,168,166,61,16,10.5,10.375,3.8125,32.44667536,0.507111501,,2015,2019,5,0.320547945,49,49,20,5,9.8,9.8,4,32.38810393,0.577478686
2105,Annual,1,Hucklow,417775,377625,53.295277,-1.734776,Carboniferous Limestone,sandy clay loam,clay loam,2.945199311,1.321466213,281.2854251,6.465172406,0.005925353,3.838483541,97728.94142,314.0850687,113.1559374,,1971,2014,44,0.575342466,929,512,175,44,21.11363636,11.63636364,3.977272727,37.96338223,6.955710846,,2015,2019,5,0.232876712,58,57,20,5,11.6,11.4,4,38.33262762,6.635939424
2108,Annual,1,Keeper Cottage,374385,229315,51.961713,-2.374195,Triassic Sandstone,loam,clay loam,1.922451155,1.434452216,283.3249538,7.367098251,0.006611631,3.94159133,100922.3502,322.9883271,118.5498517,,1974,2014,41,1.079452055,608,456,160,41,14.82926829,11.12195122,3.902439024,7.905066497,0.378826475,,2015,2019,5,0.339726027,51,45,19,5,10.2,9,3.8,7.554792697,0.50850483
2112,Annual,1,Handley,346783,357478,53.111807,-2.796462,Triassic Sandstone,loam,clay loam,1.854633624,1.373864635,283.0884065,6.868870948,0.006474117,3.94287926,101079.0982,322.9919384,111.9873393,,1974,2014,41,1.493150685,13405,449,153,41,326.9512195,10.95121951,3.731707317,2.072284557,0.358210377,,2015,2019,5,0,1826,60,20,5,365.2,12,4,2.36529558,0.174408987
2117,Annual,1,Harfield Easton,451255,130855,51.074736,-1.269766,Chalk,loam,loam,2.272847927,1.358449431,283.275587,8.220511404,0.006616939,3.52825187,100592.1274,320.0948444,115.9938839,,1971,2014,44,2.452054795,486,442,162,43,11.30232558,10.27906977,3.76744186,14.89400982,1.242798244,,2015,2019,5,0.18630137,57,57,20,5,11.4,11.4,4,15.0143163,1.102516303
2125,Annual,1,New Barn Farmington,414675,214053,51.824901,-1.788469,Oolites,loam,,2.136289385,1.395561284,282.6002104,7.673734289,0.006381611,4.557704055,99456.82108,318.9714403,113.1155503,,1988,2014,27,0.342465753,309,303,106,27,11.44444444,11.22222222,3.925925926,61.73107523,1.141604033,,2015,2019,5,0.328767123,51,51,20,5,10.2,10.2,4,61.75740495,1.071383602
2134,Annual,1,Little Ouseburn,444562,460685,54.040209,-1.321021,Triassic Sandstone,loam,clay loam,1.785892615,1.403278127,282.5468713,7.343361654,0.006235614,4.612300342,100784.0707,319.7157979,110.9415276,,1971,2014,44,0.98630137,517,475,168,44,11.75,10.79545455,3.818181818,3.153299308,0.483183089,,2015,2019,5,0.37260274,48,45,19,5,9.6,9,3.8,2.797002967,0.298609553
2137,Annual,1,The Warrens,494648,432706,53.782073,-0.565047,Chalk,loam,loam,2.007995729,1.385138347,281.9751208,7.308882087,0.006131844,5.589676708,99668.67248,316.407804,109.781655,,1989,2014,26,0.994520548,296,291,100,26,11.38461538,11.19230769,3.846153846,81.36709582,0.467710682,,2015,2019,5,0.15890411,58,58,20,5,11.6,11.6,4,81.22556041,0.433849292
2150,Multiannual,6.1,Swanley School,551040,168725,51.397453,0.16977,Lower Greensand,sand,loamy sand,1.793419647,1.378335839,283.2577617,8.253918987,0.006588083,3.702545557,100625.9282,319.5164849,115.3076496,,1971,2014,44,1.454794521,410,401,159,43,9.534883721,9.325581395,3.697674419,42.92281688,1.539802806,,2015,2019,5,0.273972603,55,55,20,5,11,11,4,42.97541111,1.388283725
2158,Annual,1,Southey Barton,308856,113414,50.912966,-3.297835,Triassic Sandstone,loam,loam,2.550285393,1.402039171,283.3498046,6.729059364,0.00677063,4.145263516,100229.0873,321.8482629,121.7654275,,1985,2014,30,0.189041096,8807,348,117,30,293.5666667,11.6,3.9,9.00157791,0.244814501,,2015,2019,5,0.005479452,1813,60,20,5,362.6,12,4,9.0306782,0.21393629
2161,Multiannual,3.6,Mitchells Farm,555672,242211,52.05641,0.269127,Lower Greensand,clay,clay,1.625810941,1.47121112,282.877901,7.940990308,0.006405078,4.683727046,100234.7572,318.4819886,116.1990704,,1999,2014,16,0.405479452,174,173,63,16,10.875,10.8125,3.9375,51.14962192,0.354938211,,2015,2019,5,0.498630137,40,40,18,5,8,8,3.6,51.18756158,0.257235179
2166,Annual,1,Manor Farm Codford,397640,142283,51.179771,-2.035136,Chalk,loam,clay loam,2.244122697,1.44307782,283.073445,7.555482858,0.006577501,3.729527209,100111.4965,320.16461,124.0248267,,1993,2014,22,1.342465753,235,222,82,22,10.68181818,10.09090909,3.727272727,3.195435334,2.53128659,,2015,2019,5,0.257534247,49,47,20,5,9.8,9.4,4,3.526592087,2.710995628
2176,Annual,1,Bordeaux Farm,551132,241854,52.054458,0.202806,Chalk,sandy loam,sandy loam,1.610241772,1.414845492,283.2523181,7.940990308,0.006508056,3.911124938,100991.342,320.3013192,113.8878736,,1999,2014,16,0.345205479,175,174,62,16,10.9375,10.875,3.875,6.087724156,0.432940601,,2015,2019,5,0.501369863,49,48,19,5,9.8,9.6,3.8,6.29365885,0.421079907
2181,Multiannual,7.1,Sweeps Lane,547809,167934,51.391196,0.123031,Chalk,sandy loam,sandy loam,1.848772564,1.382665788,283.3632884,8.253918987,0.006617457,3.689963454,100838.5064,320.0301912,115.3225172,,1971,2014,44,0.591780822,4517,507,174,44,102.6590909,11.52272727,3.954545455,13.14152851,0.365166605,,2015,2019,5,0,1826,60,20,5,365.2,12,4,13.15078855,0.244907586
2187,Multiannual,7.1,Weston Longville,611192,315762,52.698314,1.124083,Chalk,loam,clay loam,1.830154532,1.485056899,282.9626122,7.174165862,0.006482777,5.231415986,100875.9347,318.8293153,118.2910556,,1974,2013,40,1.210958904,427,410,151,40,10.675,10.25,3.775,14.95729071,0.547487718,,2015,2019,5,0.249315068,46,46,18,5,9.2,9.2,3.6,15.09264301,0.369568606
2193,Decadal,42.7,Lodge Farm Biggin,454192,435973,53.817208,-1.178359,Triassic Sandstone,sandy loam,sandy clay loam,1.663835908,1.42529088,282.7951005,7.197851421,0.006314157,4.65432231,101337.0265,320.7969112,112.0782933,,1971,2014,44,1.178082192,502,494,172,43,11.6744186,11.48837209,4,3.848601826,0.596964226,,2015,2019,5,0.312328767,49,47,19,5,9.8,9.4,3.8,3.261443926,0.403728561
2203,Annual,1,Telscombe,540772,104189,50.820139,-0.002887,Chalk,loam,loam,2.268522902,1.479793813,283.2662003,5.977641657,0.006713457,5.003843107,100521.4775,318.7779275,124.1428258,,1976,2014,39,1.169863014,457,378,144,39,11.71794872,9.692307692,3.692307692,56.58634371,0.57559586,,2015,2019,5,0.145205479,58,57,20,5,11.6,11.4,4,56.47159421,0.649304691
2212,Multiannual,7.1,Almington,370175,334735,52.9092,-2.444913,Permian Sandstone,sandy loam,sandy loam,2.035338064,1.341625788,282.6118811,7.724265635,0.006339217,3.913168461,100011.2414,320.546744,110.7152586,,1979,2014,36,2.635616438,397,391,133,35,11.34285714,11.17142857,3.8,5.13279652,0.530480838,,2015,2019,5,0.246575342,50,43,20,5,10,8.6,4,5.58081113,0.36504334
2215,Annual,1,Sopers Bottom,517205,109505,50.873168,-0.335591,Chalk,loam,clay loam,2.493712005,1.433670239,283.3704864,5.977641657,0.0067004,4.201153217,100704.6933,319.3928837,121.2199843,,1979,2014,36,0.42739726,381,377,140,36,10.58333333,10.47222222,3.888888889,23.41778257,3.940519135,,2015,2019,5,0.298630137,55,55,20,5,11,11,4,23.48708441,3.637870306
